Order ID,Order Date,Customer ID,Customer Name,Product ID,Product Name,Category,Region,Quantity,Unit Price,Revenue,Profit
ORD-2025-10061,2025-12-06,CUST-1709,William Brown,PROD-AP-005,Pack of Athletic Socks,Apparel,South,2,14.99,29.98,17.14
ORD-2025-10062,2025-09-02,CUST-1425,Michael Garcia,PROD-HK-004,Ergonomic Memory Foam Pillow,Home & Kitchen,East,2,39.99,79.98,32.89
ORD-2024-10063,2024-07-07,CUST-1187,Barbara Ramirez,PROD-BK-004,Whispers in the Dark (Mystery Thriller),Books,East,1,14.99,14.99,3.22
ORD-2025-10064,2025-06-03,CUST-1543,Sandra Harris,PROD-SO-005,Heavy Duty Resistance Bands,Sports & Outdoors,East,1,19.99,19.99,12.78
ORD-2026-10065,2026-05-19,CUST-0147,John Hernandez,PROD-SO-001,Eco-Friendly Yoga Mat,Sports & Outdoors,West,3,39.99,119.97,64.8
ORD-2026-10066,2026-04-11,CUST-0839,Michael Clark,PROD-SO-001,Eco-Friendly Yoga Mat,Sports & Outdoors,West,3,39.99,119.97,60.36
ORD-2024-10067,2024-02-17,CUST-1775,Donald Miller,PROD-EL-001,Smartphone X1,Electronics,North,2,850.0,1700.0,188.92
ORD-2024-10068,2024-06-24,CUST-1383,Jane Williams,PROD-SO-005,Heavy Duty Resistance Bands,Sports & Outdoors,North,1,19.99,19.99,12.95
ORD-2024-10069,2024-05-21,CUST-1728,Mark Thompson,PROD-BK-005,Focus: The Art of Concentration (Self-Help),Books,North,2,19.99,39.98,27.94
ORD-2025-10070,2025-11-03,CUST-1406,Karen Martinez,PROD-SO-004,Adjustable Dumbbells Set,Sports & Outdoors,West,3,299.99,899.97,190.88
ORD-2026-10071,2026-01-02,CUST-1574,Betty Sanchez,PROD-BK-003,Healthy Eats: 100 Recipes (Cookbook),Books,West,1,29.99,29.99,17.29
ORD-2024-10072,2024-08-09,CUST-1272,John Rodriguez,PROD-SO-001,Eco-Friendly Yoga Mat,Sports & Outdoors,West,1,39.99,39.99,19.01
ORD-2025-10073,2025-04-28,CUST-1368,John Williams,PROD-AP-001,Premium Denim Jacket,Apparel,West,2,89.99,179.98,87.09
ORD-2026-10074,2026-01-20,CUST-0970,Elizabeth Ramirez,PROD-BK-003,Healthy Eats: 100 Recipes (Cookbook),Books,West,3,29.99,89.97,51.55
ORD-2025-10075,2025-11-08,CUST-1665,Linda Martin,PROD-EL-005,Wireless Charging Dock,Electronics,South,1,49.99,49.99,17.57
ORD-2025-10076,2025-05-31,CUST-1473,Jane Rodriguez,PROD-BK-002,Exponential Growth (Business Guide),Books,South,2,24.99,49.98,28.88
ORD-2025-10077,2025-07-12,CUST-1513,Barbara Rodriguez,PROD-HK-001,Digital Air Fryer,Home & Kitchen,South,2,129.99,259.98,80.36
ORD-2025-10078,2025-05-01,CUST-1210,Joseph Taylor,PROD-HK-003,10-Piece Stainless Steel Cookware Set,Home & Kitchen,North,2,249.99,499.98,123.08
ORD-2024-10079,2024-10-31,CUST-0532,Christopher Moore,PROD-HK-005,Smart Robot Vacuum,Home & Kitchen,North,2,349.99,699.98,159.56
ORD-2025-10080,2025-06-21,CUST-0070,Robert White,PROD-AP-004,Classic Fit Chinos,Apparel,South,2,49.99,99.98,40.45
ORD-2025-10081,2025-10-02,CUST-1680,Sandra Thomas,PROD-AP-003,Lightweight Running Shoes,Apparel,West,1,119.99,119.99,41.86
ORD-2026-10082,2026-02-18,CUST-1072,Mary Smith,PROD-HK-005,Smart Robot Vacuum,Home & Kitchen,East,1,349.99,349.99,80.16
ORD-2025-10083,2025-08-17,CUST-0528,Robert Williams,PROD-AP-001,Premium Denim Jacket,Apparel,East,2,89.99,179.98,80.13
ORD-2025-10084,2025-11-26,CUST-0273,Susan Moore,PROD-AP-001,Premium Denim Jacket,Apparel,South,1,89.99,89.99,39.69
ORD-2024-10085,2024-06-20,CUST-1479,Anthony Jackson,PROD-HK-005,Smart Robot Vacuum,Home & Kitchen,West,2,349.99,699.98,159.68
ORD-2025-10086,2025-03-20,CUST-1500,Michael Jackson,PROD-EL-002,Ultrabook Air,Electronics,East,2,1200.0,2400.0,246.52
ORD-2024-10087,2024-01-11,CUST-1464,Barbara Clark,PROD-EL-002,Ultrabook Air,Electronics,South,1,1200.0,1200.0,122.41
ORD-2024-10088,2024-09-08,CUST-1166,Barbara Jones,PROD-EL-001,Smartphone X1,Electronics,West,2,850.0,1700.0,198.73
ORD-2025-10089,2025-11-03,CUST-0662,Donald Lopez,PROD-SO-001,Eco-Friendly Yoga Mat,Sports & Outdoors,East,1,39.99,39.99,21.72
ORD-2026-10090,2026-05-25,CUST-0532,Christopher Moore,PROD-BK-005,Focus: The Art of Concentration (Self-Help),Books,North,1,19.99,19.99,12.44
ORD-2024-10091,2024-04-17,CUST-0013,David Jones,PROD-SO-001,Eco-Friendly Yoga Mat,Sports & Outdoors,West,1,39.99,39.99,21.28
ORD-2025-10092,2025-01-20,CUST-1492,Mark Lee,PROD-BK-004,Whispers in the Dark (Mystery Thriller),Books,West,4,14.99,59.96,-5.24
ORD-2025-10093,2025-12-21,CUST-0171,Elizabeth Smith,PROD-SO-003,4-Person Instant Camping Tent,Sports & Outdoors,West,1,179.99,179.99,57.06
ORD-2024-10094,2024-07-31,CUST-1144,Joseph Smith,PROD-SO-005,Heavy Duty Resistance Bands,Sports & Outdoors,West,2,19.99,39.98,24.54
ORD-2025-10095,2025-06-12,CUST-0929,Betty Miller,PROD-EL-003,Noise-Canceling Headphones,Electronics,East,1,199.99,199.99,45.0
ORD-2025-10096,2025-11-08,CUST-0977,Ashley Anderson,PROD-AP-001,Premium Denim Jacket,Apparel,North,1,89.99,89.99,42.76
ORD-2025-10097,2025-08-01,CUST-1665,Linda Martin,PROD-HK-004,Ergonomic Memory Foam Pillow,Home & Kitchen,South,1,39.99,39.99,16.92
ORD-2024-10098,2024-07-16,CUST-0062,Mark Lee,PROD-EL-001,Smartphone X1,Electronics,West,2,850.0,1700.0,206.02
ORD-2024-10099,2024-12-13,CUST-1389,Susan Robinson,PROD-SO-005,Heavy Duty Resistance Bands,Sports & Outdoors,North,1,19.99,19.99,13.11
ORD-2025-10100,2025-12-11,CUST-0105,Sarah Miller,PROD-HK-002,Programmable Drip Coffee Maker,Home & Kitchen,South,1,79.99,79.99,26.29
ORD-2025-10101,2025-06-11,CUST-0074,Charles Ramirez,PROD-BK-005,Focus: The Art of Concentration (Self-Help),Books,South,2,19.99,39.98,-10.24
ORD-2024-10102,2024-01-06,CUST-0782,Sarah Lewis,PROD-SO-001,Eco-Friendly Yoga Mat,Sports & Outdoors,North,1,39.99,39.99,20.01
ORD-2025-10103,2025-11-26,CUST-0122,Ashley Rodriguez,PROD-HK-001,Digital Air Fryer,Home & Kitchen,West,1,129.99,129.99,42.56
ORD-2024-10104,2024-02-08,CUST-1425,Michael Garcia,PROD-SO-005,Heavy Duty Resistance Bands,Sports & Outdoors,East,1,19.99,19.99,11.86
ORD-2025-10105,2025-11-16,CUST-0985,William Robinson,PROD-BK-005,Focus: The Art of Concentration (Self-Help),Books,West,1,19.99,19.99,12.33
ORD-2024-10106,2024-07-29,CUST-0055,Anthony Lee,PROD-HK-004,Ergonomic Memory Foam Pillow,Home & Kitchen,North,2,39.99,79.98,38.85
ORD-2026-10107,2026-04-28,CUST-0077,Lisa Lee,PROD-EL-004,Smart Fitness Watch,Electronics,North,1,249.99,249.99,16.35
ORD-2024-10108,2024-12-22,CUST-1108,Lisa Thomas,PROD-AP-002,Organic Cotton Hoodie,Apparel,West,1,59.99,59.99,29.47
ORD-2024-10109,2024-11-22,CUST-1449,David Brown,PROD-HK-005,Smart Robot Vacuum,Home & Kitchen,East,3,349.99,1049.97,240.27
ORD-2024-10110,2024-06-08,CUST-0797,Jane Martinez,PROD-HK-002,Programmable Drip Coffee Maker,Home & Kitchen,South,3,79.99,239.97,82.29
ORD-2024-10111,2024-11-06,CUST-1023,Charles Jones,PROD-HK-001,Digital Air Fryer,Home & Kitchen,West,3,129.99,389.97,109.47
ORD-2026-10112,2026-02-21,CUST-1441,Linda Lewis,PROD-HK-003,10-Piece Stainless Steel Cookware Set,Home & Kitchen,South,3,249.99,749.97,190.26
ORD-2026-10113,2026-05-29,CUST-1105,Thomas Sanchez,PROD-AP-002,Organic Cotton Hoodie,Apparel,North,2,59.99,119.98,56.39
ORD-2024-10114,2024-12-23,CUST-0416,Elizabeth White,PROD-AP-003,Lightweight Running Shoes,Apparel,East,2,119.99,239.98,79.0
ORD-2025-10115,2025-03-08,CUST-1109,Daniel Martinez,PROD-AP-005,Pack of Athletic Socks,Apparel,West,2,14.99,29.98,18.99
ORD-2025-10116,2025-11-01,CUST-1140,Richard Moore,PROD-EL-001,Smartphone X1,Electronics,South,2,850.0,1700.0,210.67
ORD-2026-10117,2026-03-01,CUST-1328,Mary Miller,PROD-SO-001,Eco-Friendly Yoga Mat,Sports & Outdoors,West,2,39.99,79.98,40.32
ORD-2025-10118,2025-07-14,CUST-1123,Thomas Lopez,PROD-EL-004,Smart Fitness Watch,Electronics,South,1,249.99,249.99,48.15
ORD-2025-10119,2025-01-11,CUST-1737,Donald Ramirez,PROD-SO-003,4-Person Instant Camping Tent,Sports & Outdoors,South,3,179.99,539.97,177.68
ORD-2025-10120,2025-01-30,CUST-0376,Mary Smith,PROD-SO-003,4-Person Instant Camping Tent,Sports & Outdoors,West,2,179.99,359.98,113.4
ORD-2025-10121,2025-10-08,CUST-1707,Michael Clark,PROD-AP-001,Premium Denim Jacket,Apparel,South,3,89.99,269.97,119.62
ORD-2024-10122,2024-01-04,CUST-1001,Richard Davis,PROD-SO-001,Eco-Friendly Yoga Mat,Sports & Outdoors,South,1,39.99,39.99,19.57
ORD-2025-10123,2025-08-04,CUST-1210,Joseph Taylor,PROD-AP-004,Classic Fit Chinos,Apparel,North,1,49.99,49.99,20.79
ORD-2024-10124,2024-12-13,CUST-0193,Nancy Jackson,PROD-BK-003,Healthy Eats: 100 Recipes (Cookbook),Books,North,1,29.99,29.99,14.88
ORD-2025-10125,2025-12-17,CUST-0687,Charles Lopez,PROD-AP-004,Classic Fit Chinos,Apparel,East,1,49.99,49.99,19.3
ORD-2024-10126,2024-04-11,CUST-1383,Jane Williams,PROD-SO-003,4-Person Instant Camping Tent,Sports & Outdoors,North,1,179.99,179.99,51.44
ORD-2025-10127,2025-07-11,CUST-1272,John Rodriguez,PROD-HK-004,Ergonomic Memory Foam Pillow,Home & Kitchen,West,1,39.99,39.99,17.43
ORD-2025-10128,2025-04-06,CUST-0076,Matthew Martinez,PROD-AP-004,Classic Fit Chinos,Apparel,South,1,49.99,49.99,19.67
ORD-2025-10129,2025-08-22,CUST-1012,Michael Clark,PROD-HK-003,10-Piece Stainless Steel Cookware Set,Home & Kitchen,West,1,249.99,249.99,59.74
ORD-2024-10130,2024-03-13,CUST-0175,Lisa Clark,PROD-AP-005,Pack of Athletic Socks,Apparel,North,2,14.99,29.98,9.54
ORD-2025-10131,2025-07-04,CUST-1787,Donald Lee,PROD-AP-001,Premium Denim Jacket,Apparel,West,3,89.99,269.97,128.88
ORD-2025-10132,2025-06-18,CUST-1617,Mary Lopez,PROD-SO-004,Adjustable Dumbbells Set,Sports & Outdoors,East,1,299.99,299.99,56.35
ORD-2025-10133,2025-06-17,CUST-0044,Donald Jackson,PROD-AP-004,Classic Fit Chinos,Apparel,South,2,49.99,99.98,37.41
ORD-2025-10134,2025-07-23,CUST-1546,Elizabeth Rodriguez,PROD-BK-002,Exponential Growth (Business Guide),Books,North,1,24.99,24.99,16.04
ORD-2025-10135,2025-09-20,CUST-1656,Susan Clark,PROD-SO-005,Heavy Duty Resistance Bands,Sports & Outdoors,North,1,19.99,19.99,12.68
ORD-2025-10136,2025-12-24,CUST-0632,Charles Lopez,PROD-HK-003,10-Piece Stainless Steel Cookware Set,Home & Kitchen,East,2,249.99,499.98,126.69
ORD-2024-10137,2024-10-03,CUST-1302,Elizabeth White,PROD-BK-001,The Galactic Horizon (Sci-Fi Novel),Books,East,2,17.99,35.98,21.33
ORD-2026-10138,2026-01-08,CUST-0802,Sarah Taylor,PROD-HK-004,Ergonomic Memory Foam Pillow,Home & Kitchen,South,3,39.99,119.97,49.63
ORD-2025-10139,2025-04-22,CUST-1181,Christopher Brown,PROD-HK-003,10-Piece Stainless Steel Cookware Set,Home & Kitchen,North,1,249.99,249.99,63.25
ORD-2024-10140,2024-03-25,CUST-0595,Nancy Jones,PROD-HK-003,10-Piece Stainless Steel Cookware Set,Home & Kitchen,East,3,249.99,749.97,-202.26
ORD-2024-10141,2024-03-06,CUST-0559,Thomas Perez,PROD-SO-002,Insulated Stainless Water Bottle,Sports & Outdoors,South,1,34.99,34.99,19.82
ORD-2024-10142,2024-11-28,CUST-0770,Sandra Williams,PROD-SO-002,Insulated Stainless Water Bottle,Sports & Outdoors,North,1,34.99,34.99,18.42
ORD-2025-10143,2025-12-11,CUST-0268,Joseph Thompson,PROD-HK-005,Smart Robot Vacuum,Home & Kitchen,West,1,349.99,349.99,80.64
ORD-2025-10144,2025-10-19,CUST-1483,Christopher Lewis,PROD-EL-004,Smart Fitness Watch,Electronics,West,2,249.99,499.98,99.27
ORD-2025-10145,2025-12-14,CUST-0619,Lisa Martin,PROD-AP-002,Organic Cotton Hoodie,Apparel,East,1,59.99,59.99,32.57
ORD-2025-10146,2025-05-09,CUST-0726,Robert Perez,PROD-BK-005,Focus: The Art of Concentration (Self-Help),Books,South,1,19.99,19.99,13.9
ORD-2025-10147,2025-02-28,CUST-1615,Betty Jones,PROD-EL-001,Smartphone X1,Electronics,West,2,850.0,1700.0,192.91
ORD-2024-10148,2024-06-07,CUST-0917,Jane Clark,PROD-HK-003,10-Piece Stainless Steel Cookware Set,Home & Kitchen,West,1,249.99,249.99,63.81
ORD-2024-10149,2024-11-23,CUST-1010,Mark Perez,PROD-BK-003,Healthy Eats: 100 Recipes (Cookbook),Books,East,1,29.99,29.99,17.42
ORD-2025-10150,2025-02-22,CUST-1716,Sarah Smith,PROD-HK-005,Smart Robot Vacuum,Home & Kitchen,East,1,349.99,349.99,76.23
ORD-2024-10151,2024-04-06,CUST-1595,Sarah Sanchez,PROD-AP-002,Organic Cotton Hoodie,Apparel,East,1,59.99,59.99,27.75
ORD-2024-10152,2024-08-15,CUST-0314,Karen Martinez,PROD-AP-003,Lightweight Running Shoes,Apparel,West,2,119.99,239.98,87.36
ORD-2025-10153,2025-07-18,CUST-0858,Donald Gonzalez,PROD-EL-002,Ultrabook Air,Electronics,North,2,1200.0,2400.0,220.94
ORD-2025-10154,2025-11-09,CUST-1742,Barbara Perez,PROD-EL-004,Smart Fitness Watch,Electronics,North,1,249.99,249.99,45.26
ORD-2026-10155,2026-05-30,CUST-0676,Mary Harris,PROD-BK-005,Focus: The Art of Concentration (Self-Help),Books,North,1,19.99,19.99,11.91
ORD-2026-10156,2026-04-08,CUST-0676,Mary Harris,PROD-HK-005,Smart Robot Vacuum,Home & Kitchen,North,3,349.99,1049.97,238.15
ORD-2025-10157,2025-08-22,CUST-0368,Anthony Gonzalez,PROD-BK-003,Healthy Eats: 100 Recipes (Cookbook),Books,East,1,29.99,29.99,17.28
ORD-2025-10158,2025-02-08,CUST-0224,Anthony Harris,PROD-BK-002,Exponential Growth (Business Guide),Books,South,2,24.99,49.98,19.05
ORD-2025-10159,2025-08-17,CUST-1335,Christopher Brown,PROD-EL-001,Smartphone X1,Electronics,West,1,850.0,850.0,109.35
ORD-2025-10160,2025-12-12,CUST-1383,Jane Williams,PROD-HK-004,Ergonomic Memory Foam Pillow,Home & Kitchen,North,1,39.99,39.99,19.33
ORD-2024-10161,2024-05-07,CUST-1736,Lisa White,PROD-HK-005,Smart Robot Vacuum,Home & Kitchen,North,5,349.99,1749.95,421.14
ORD-2025-10162,2025-01-27,CUST-1389,Susan Robinson,PROD-SO-002,Insulated Stainless Water Bottle,Sports & Outdoors,North,2,34.99,69.98,38.15
ORD-2026-10163,2026-01-19,CUST-0448,Daniel Brown,PROD-SO-004,Adjustable Dumbbells Set,Sports & Outdoors,East,1,299.99,299.99,61.67
ORD-2025-10164,2025-01-04,CUST-0076,Matthew Martinez,PROD-HK-003,10-Piece Stainless Steel Cookware Set,Home & Kitchen,South,1,249.99,249.99,59.09
ORD-2025-10165,2025-06-27,CUST-1772,Charles Williams,PROD-EL-004,Smart Fitness Watch,Electronics,West,1,249.99,249.99,49.12
ORD-2025-10166,2025-07-10,CUST-0596,Linda Harris,PROD-AP-003,Lightweight Running Shoes,Apparel,South,1,119.99,119.99,-20.3
ORD-2024-10167,2024-07-13,CUST-0538,Michael Perez,PROD-AP-003,Lightweight Running Shoes,Apparel,South,4,119.99,479.96,169.17
ORD-2024-10168,2024-12-18,CUST-1634,Anthony Rodriguez,PROD-BK-004,Whispers in the Dark (Mystery Thriller),Books,West,3,14.99,44.97,33.15
ORD-2024-10169,2024-11-28,CUST-1066,Susan Brown,PROD-HK-005,Smart Robot Vacuum,Home & Kitchen,East,1,349.99,349.99,69.41
ORD-2024-10170,2024-01-28,CUST-0402,Sarah Johnson,PROD-HK-002,Programmable Drip Coffee Maker,Home & Kitchen,West,1,79.99,79.99,28.34
ORD-2024-10171,2024-01-26,CUST-1602,John Perez,PROD-BK-002,Exponential Growth (Business Guide),Books,East,2,24.99,49.98,31.41
ORD-2026-10172,2026-01-13,CUST-1784,John Robinson,PROD-BK-004,Whispers in the Dark (Mystery Thriller),Books,North,1,14.99,14.99,9.61
ORD-2024-10173,2024-10-06,CUST-0170,Susan Martinez,PROD-AP-005,Pack of Athletic Socks,Apparel,West,2,14.99,29.98,19.46
ORD-2025-10174,2025-05-10,CUST-1551,Barbara Perez,PROD-HK-003,10-Piece Stainless Steel Cookware Set,Home & Kitchen,South,2,249.99,499.98,125.79
ORD-2024-10175,2024-11-01,CUST-0711,Betty Anderson,PROD-HK-004,Ergonomic Memory Foam Pillow,Home & Kitchen,South,2,39.99,79.98,32.88
ORD-2026-10176,2026-04-14,CUST-0972,Margaret Anderson,PROD-AP-003,Lightweight Running Shoes,Apparel,East,2,119.99,239.98,40.5
ORD-2024-10177,2024-09-21,CUST-1646,Thomas Johnson,PROD-BK-003,Healthy Eats: 100 Recipes (Cookbook),Books,East,2,29.99,59.98,32.94
